"","ENSEMBL","SYMBOL"
"ENSMUSG00000074219","ENSMUSG00000074219","Gm10644"
"ENSMUSG00000005470","ENSMUSG00000005470","Asf1b"
"ENSMUSG00000005469","ENSMUSG00000005469","Prkaca"
"ENSMUSG00000079003","ENSMUSG00000079003","Samd1"
"ENSMUSG00000046408","ENSMUSG00000046408","1700067K01Rik"
"ENSMUSG00000074217","ENSMUSG00000074217","2210011C24Rik"
"ENSMUSG00000047986","ENSMUSG00000047986","Palm3"
"ENSMUSG00000005465","ENSMUSG00000005465","Il27ra"
"ENSMUSG00000045232","ENSMUSG00000045232","Rln3"
"ENSMUSG00000074215","ENSMUSG00000074215","Gm10643"
"ENSMUSG00000056753","ENSMUSG00000056753","C330011M18Rik"
"ENSMUSG00000031706","ENSMUSG00000031706","Rfx1"
"ENSMUSG00000037103","ENSMUSG00000037103","Dcaf15"
"ENSMUSG00000012889","ENSMUSG00000012889","Podnl1"
"ENSMUSG00000036686","ENSMUSG00000036686","Cc2d1a"
"ENSMUSG00000008129","ENSMUSG00000008129","4930432K21Rik"
"ENSMUSG00000056155","ENSMUSG00000056155","Nanos3"
"ENSMUSG00000097120","ENSMUSG00000097120","Gm26887"
"ENSMUSG00000097296","ENSMUSG00000097296","Gm26532"
"ENSMUSG00000035671","ENSMUSG00000035671","Zswim4"
"ENSMUSG00000019362","ENSMUSG00000019362","D8Ertd738e"
"ENSMUSG00000004996","ENSMUSG00000004996","Mri1"
"ENSMUSG00000004994","ENSMUSG00000004994","Ccdc130"
"ENSMUSG00000034656","ENSMUSG00000034656","Cacna1a"
"ENSMUSG00000086067","ENSMUSG00000086067","Gm16183"
"ENSMUSG00000053560","ENSMUSG00000053560","Ier2"
"ENSMUSG00000097193","ENSMUSG00000097193","Gm26664"
"ENSMUSG00000001910","ENSMUSG00000001910","Nacc1"
"ENSMUSG00000001909","ENSMUSG00000001909","Trmt1"
"ENSMUSG00000001911","ENSMUSG00000001911","Nfix"
"ENSMUSG00000034041","ENSMUSG00000034041","Lyl1"
"ENSMUSG00000074203","ENSMUSG00000074203","G430095P16Rik"
"ENSMUSG00000053226","ENSMUSG00000053226","Dand5"
"ENSMUSG00000033751","ENSMUSG00000033751","Gadd45gip1"
"ENSMUSG00000003813","ENSMUSG00000003813","Rad23a"
"ENSMUSG00000003814","ENSMUSG00000003814","Calr"
"ENSMUSG00000003808","ENSMUSG00000003808","Farsa"
"ENSMUSG00000003824","ENSMUSG00000003824","Syce2"
"ENSMUSG00000003809","ENSMUSG00000003809","Gcdh"
"ENSMUSG00000054191","ENSMUSG00000054191","Klf1"
"ENSMUSG00000003812","ENSMUSG00000003812","Dnase2a"
"ENSMUSG00000053693","ENSMUSG00000053693","Mast1"
"ENSMUSG00000048617","ENSMUSG00000048617","Rtbdn"
"ENSMUSG00000052926","ENSMUSG00000052926","Rnaseh2a"
"ENSMUSG00000111184","ENSMUSG00000111184","AC163703.1"
"ENSMUSG00000005161","ENSMUSG00000005161","Prdx2"
"ENSMUSG00000052837","ENSMUSG00000052837","Junb"
"ENSMUSG00000052566","ENSMUSG00000052566","Hook2"
"ENSMUSG00000052819","ENSMUSG00000052819","Best2"
"ENSMUSG00000052456","ENSMUSG00000052456","Asna1"
"ENSMUSG00000041203","ENSMUSG00000041203","2310036O22Rik"
"ENSMUSG00000031691","ENSMUSG00000031691","Tnpo2"
"ENSMUSG00000008167","ENSMUSG00000008167","Fbxw9"
"ENSMUSG00000095845","ENSMUSG00000095845","Gm5741"
"ENSMUSG00000060038","ENSMUSG00000060038","Dhps"
"ENSMUSG00000005150","ENSMUSG00000005150","Wdr83"
"ENSMUSG00000059355","ENSMUSG00000059355","Wdr83os"
"ENSMUSG00000005142","ENSMUSG00000005142","Man2b1"
"ENSMUSG00000074194","ENSMUSG00000074194","Zfp791"
"ENSMUSG00000110386","ENSMUSG00000110386","Gm42031"
"ENSMUSG00000062687","ENSMUSG00000062687","Cks1brt"
"ENSMUSG00000051952","ENSMUSG00000051952","Olfr371"
"ENSMUSG00000031696","ENSMUSG00000031696","Vps35"
"ENSMUSG00000031697","ENSMUSG00000031697","Orc6"
"ENSMUSG00000031698","ENSMUSG00000031698","Mylk3"
"ENSMUSG00000084895","ENSMUSG00000084895","AA672651"
"ENSMUSG00000036934","ENSMUSG00000036934","4921524J17Rik"
"ENSMUSG00000031700","ENSMUSG00000031700","Gpt2"
"ENSMUSG00000031701","ENSMUSG00000031701","Dnaja2"
"ENSMUSG00000109731","ENSMUSG00000109731","Gm45425"
"ENSMUSG00000036902","ENSMUSG00000036902","Neto2"
"ENSMUSG00000031703","ENSMUSG00000031703","Itfg1"
"ENSMUSG00000109754","ENSMUSG00000109754","Gm45423"
"ENSMUSG00000036879","ENSMUSG00000036879","Phkb"
"ENSMUSG00000036872","ENSMUSG00000036872","Abcc12"
"ENSMUSG00000047866","ENSMUSG00000047866","Lonp2"
"ENSMUSG00000036840","ENSMUSG00000036840","Siah1a"
"ENSMUSG00000074178","ENSMUSG00000074178","Gm10638"
"ENSMUSG00000031652","ENSMUSG00000031652","N4bp1"
"ENSMUSG00000098434","ENSMUSG00000098434","2010110E17Rik"
"ENSMUSG00000098534","ENSMUSG00000098534","Gm27167"
"ENSMUSG00000099162","ENSMUSG00000099162","Gm27168"
"ENSMUSG00000098854","ENSMUSG00000098854","Gm5118"
"ENSMUSG00000098684","ENSMUSG00000098684","Gm27246"
"ENSMUSG00000099207","ENSMUSG00000099207","Gm10637"
"ENSMUSG00000098257","ENSMUSG00000098257","Gm27169"
"ENSMUSG00000098768","ENSMUSG00000098768","Gm27207"
"ENSMUSG00000098360","ENSMUSG00000098360","4930535O05Rik"
"ENSMUSG00000097248","ENSMUSG00000097248","Gm2694"
"ENSMUSG00000098295","ENSMUSG00000098295","Gm19872"
"ENSMUSG00000031654","ENSMUSG00000031654","Cbln1"
"ENSMUSG00000097992","ENSMUSG00000097992","Gm27016"
"ENSMUSG00000098086","ENSMUSG00000098086","1700120C18Rik"
"ENSMUSG00000069971","ENSMUSG00000069971","4933402J07Rik"
"ENSMUSG00000045333","ENSMUSG00000045333","Zfp423"
"ENSMUSG00000036810","ENSMUSG00000036810","Cnep1r1"
"ENSMUSG00000031657","ENSMUSG00000031657","Heatr3"
"ENSMUSG00000062704","ENSMUSG00000062704","9430002A10Rik"
"ENSMUSG00000036779","ENSMUSG00000036779","Papd5"
"ENSMUSG00000031659","ENSMUSG00000031659","Adcy7"
"ENSMUSG00000031660","ENSMUSG00000031660","Brd7"
"ENSMUSG00000031661","ENSMUSG00000031661","Nkd1"
"ENSMUSG00000031662","ENSMUSG00000031662","Snx20"
"ENSMUSG00000055994","ENSMUSG00000055994","Nod2"
"ENSMUSG00000036712","ENSMUSG00000036712","Cyld"
"ENSMUSG00000031665","ENSMUSG00000031665","Sall1"
"ENSMUSG00000043668","ENSMUSG00000043668","Tox3"
"ENSMUSG00000109672","ENSMUSG00000109672","Gm45639"
"ENSMUSG00000109870","ENSMUSG00000109870","Gm45637"
"ENSMUSG00000110212","ENSMUSG00000110212","Gm45642"
"ENSMUSG00000110332","ENSMUSG00000110332","Gm45396"
"ENSMUSG00000056608","ENSMUSG00000056608","Chd9"
"ENSMUSG00000110166","ENSMUSG00000110166","Gm45641"
"ENSMUSG00000031666","ENSMUSG00000031666","Rbl2"
"ENSMUSG00000031667","ENSMUSG00000031667","Aktip"
"ENSMUSG00000110106","ENSMUSG00000110106","Gm45666"
"ENSMUSG00000110089","ENSMUSG00000110089","Gm45661"
"ENSMUSG00000033282","ENSMUSG00000033282","Rpgrip1l"
"ENSMUSG00000055932","ENSMUSG00000055932","Fto"
"ENSMUSG00000110138","ENSMUSG00000110138","Gm45291"
"ENSMUSG00000090778","ENSMUSG00000090778","Gm3235"
"ENSMUSG00000110216","ENSMUSG00000110216","Gm45451"
"ENSMUSG00000110304","ENSMUSG00000110304","Gm45450"
"ENSMUSG00000031734","ENSMUSG00000031734","Irx3"
"ENSMUSG00000046413","ENSMUSG00000046413","Irx3os"
"ENSMUSG00000099664","ENSMUSG00000099664","Gm28511"
"ENSMUSG00000099812","ENSMUSG00000099812","Gm28515"
"ENSMUSG00000109696","ENSMUSG00000109696","Gm45611"
"ENSMUSG00000110274","ENSMUSG00000110274","Gm45333"
"ENSMUSG00000101613","ENSMUSG00000101613","Gm28516"
"ENSMUSG00000110380","ENSMUSG00000110380","Gm45332"
"ENSMUSG00000110198","ENSMUSG00000110198","Gm45335"
"ENSMUSG00000110134","ENSMUSG00000110134","Gm45334"
"ENSMUSG00000095651","ENSMUSG00000095651","Gm21817"
"ENSMUSG00000031737","ENSMUSG00000031737","Irx5"
"ENSMUSG00000110290","ENSMUSG00000110290","Gm45336"
"ENSMUSG00000031738","ENSMUSG00000031738","Irx6"
"ENSMUSG00000110023","ENSMUSG00000110023","Gm45505"
"ENSMUSG00000031740","ENSMUSG00000031740","Mmp2"
"ENSMUSG00000109669","ENSMUSG00000109669","Gm45472"
"ENSMUSG00000033192","ENSMUSG00000033192","Lpcat2"
"ENSMUSG00000078144","ENSMUSG00000078144","Capns2"
"ENSMUSG00000055368","ENSMUSG00000055368","Slc6a2"
"ENSMUSG00000071047","ENSMUSG00000071047","Ces1a"
"ENSMUSG00000078964","ENSMUSG00000078964","Ces1b"
"ENSMUSG00000057400","ENSMUSG00000057400","Ces1c"
"ENSMUSG00000056973","ENSMUSG00000056973","Ces1d"
"ENSMUSG00000061959","ENSMUSG00000061959","Ces1e"
"ENSMUSG00000031725","ENSMUSG00000031725","Ces1f"
"ENSMUSG00000057074","ENSMUSG00000057074","Ces1g"
"ENSMUSG00000074156","ENSMUSG00000074156","Ces1h"
"ENSMUSG00000110718","ENSMUSG00000110718","Gm45765"
"ENSMUSG00000110687","ENSMUSG00000110687","Gm45764"
"ENSMUSG00000110670","ENSMUSG00000110670","Gm30132"
"ENSMUSG00000110695","ENSMUSG00000110695","Gm45766"
"ENSMUSG00000058019","ENSMUSG00000058019","Ces5a"
"ENSMUSG00000110534","ENSMUSG00000110534","Gm45708"
"ENSMUSG00000110559","ENSMUSG00000110559","Gm26843"
"ENSMUSG00000110713","ENSMUSG00000110713","Gm30606"
"ENSMUSG00000097520","ENSMUSG00000097520","4930488L21Rik"
"ENSMUSG00000031748","ENSMUSG00000031748","Gnao1"
"ENSMUSG00000031751","ENSMUSG00000031751","Amfr"
"ENSMUSG00000031754","ENSMUSG00000031754","Nudt21"
"ENSMUSG00000033009","ENSMUSG00000033009","Ogfod1"
"ENSMUSG00000031755","ENSMUSG00000031755","Bbs2"
"ENSMUSG00000031757","ENSMUSG00000031757","Mt4"
"ENSMUSG00000031760","ENSMUSG00000031760","Mt3"
"ENSMUSG00000110588","ENSMUSG00000110588","Gm45774"
"ENSMUSG00000031762","ENSMUSG00000031762","Mt2"
"ENSMUSG00000031765","ENSMUSG00000031765","Mt1"
"ENSMUSG00000110524","ENSMUSG00000110524","Gm45806"
"ENSMUSG00000032939","ENSMUSG00000032939","Nup93"
"ENSMUSG00000110710","ENSMUSG00000110710","C78859"
"ENSMUSG00000031766","ENSMUSG00000031766","Slc12a3"
"ENSMUSG00000089712","ENSMUSG00000089712","Gm15889"
"ENSMUSG00000090105","ENSMUSG00000090105","Gm15890"
"ENSMUSG00000031770","ENSMUSG00000031770","Herpud1"
"ENSMUSG00000097194","ENSMUSG00000097194","9330175E14Rik"
"ENSMUSG00000074151","ENSMUSG00000074151","Nlrc5"
"ENSMUSG00000034361","ENSMUSG00000034361","Cpne2"
"ENSMUSG00000031774","ENSMUSG00000031774","Fam192a"
"ENSMUSG00000050079","ENSMUSG00000050079","Rspry1"
"ENSMUSG00000031776","ENSMUSG00000031776","Arl2bp"
"ENSMUSG00000031775","ENSMUSG00000031775","Pllp"
"ENSMUSG00000110702","ENSMUSG00000110702","Gm45767"
"ENSMUSG00000031779","ENSMUSG00000031779","Ccl22"
"ENSMUSG00000031778","ENSMUSG00000031778","Cx3cl1"
"ENSMUSG00000031780","ENSMUSG00000031780","Ccl17"
"ENSMUSG00000031781","ENSMUSG00000031781","Ciapin1"
"ENSMUSG00000031782","ENSMUSG00000031782","Coq9"
"ENSMUSG00000031783","ENSMUSG00000031783","Polr2c"
"ENSMUSG00000040631","ENSMUSG00000040631","Dok4"
"ENSMUSG00000063605","ENSMUSG00000063605","Ccdc102a"
"ENSMUSG00000061577","ENSMUSG00000061577","Adgrg5"
"ENSMUSG00000031785","ENSMUSG00000031785","Adgrg1"
"ENSMUSG00000060470","ENSMUSG00000060470","Adgrg3"
"ENSMUSG00000031786","ENSMUSG00000031786","Drc7"
"ENSMUSG00000031787","ENSMUSG00000031787","Katnb1"
"ENSMUSG00000031788","ENSMUSG00000031788","Kifc3"
"ENSMUSG00000110517","ENSMUSG00000110517","Gm45811"
"ENSMUSG00000110428","ENSMUSG00000110428","Gm45812"
"ENSMUSG00000110475","ENSMUSG00000110475","Gm45813"
"ENSMUSG00000031789","ENSMUSG00000031789","Cngb1"
"ENSMUSG00000090206","ENSMUSG00000090206","Tepp"
"ENSMUSG00000046556","ENSMUSG00000046556","Zfp319"
"ENSMUSG00000031792","ENSMUSG00000031792","Usb1"
"ENSMUSG00000031790","ENSMUSG00000031790","Mmp15"
"ENSMUSG00000031796","ENSMUSG00000031796","Cfap20"
"ENSMUSG00000046707","ENSMUSG00000046707","Csnk2a2"
"ENSMUSG00000110427","ENSMUSG00000110427","Gm45852"
"ENSMUSG00000036598","ENSMUSG00000036598","Ccdc113"
"ENSMUSG00000048400","ENSMUSG00000048400","Prss54"
"ENSMUSG00000110447","ENSMUSG00000110447","Gm45851"
"ENSMUSG00000110483","ENSMUSG00000110483","Gm45702"
"ENSMUSG00000031669","ENSMUSG00000031669","Gins3"
"ENSMUSG00000036564","ENSMUSG00000036564","Ndrg4"
"ENSMUSG00000031671","ENSMUSG00000031671","Setd6"
"ENSMUSG00000036550","ENSMUSG00000036550","Cnot1"
"ENSMUSG00000074136","ENSMUSG00000074136","4930513N10Rik"
"ENSMUSG00000110489","ENSMUSG00000110489","Gm31659"
"ENSMUSG00000061104","ENSMUSG00000061104","Sap18b"
"ENSMUSG00000110661","ENSMUSG00000110661","Gm45759"
"ENSMUSG00000036534","ENSMUSG00000036534","Slc38a7"
"ENSMUSG00000031672","ENSMUSG00000031672","Got2"
"ENSMUSG00000110634","ENSMUSG00000110634","Gm45895"
"ENSMUSG00000110623","ENSMUSG00000110623","Gm45905"
"ENSMUSG00000110633","ENSMUSG00000110633","Gm45896"
"ENSMUSG00000110717","ENSMUSG00000110717","1700047G07Rik"
"ENSMUSG00000110567","ENSMUSG00000110567","Gm45703"
"ENSMUSG00000110552","ENSMUSG00000110552","Gm45788"
"ENSMUSG00000109615","ENSMUSG00000109615","Gm45362"
"ENSMUSG00000089819","ENSMUSG00000089819","Gm15679"
"ENSMUSG00000036510","ENSMUSG00000036510","Cdh8"
"ENSMUSG00000052479","ENSMUSG00000052479","A330008L17Rik"
"ENSMUSG00000109769","ENSMUSG00000109769","Gm45595"
"ENSMUSG00000031673","ENSMUSG00000031673","Cdh11"
"ENSMUSG00000109848","ENSMUSG00000109848","Gm45391"
"ENSMUSG00000109701","ENSMUSG00000109701","Gm45390"
"ENSMUSG00000110340","ENSMUSG00000110340","1600027J07Rik"
"ENSMUSG00000109699","ENSMUSG00000109699","Gm45277"
"ENSMUSG00000110336","ENSMUSG00000110336","4933400L20Rik"
"ENSMUSG00000110053","ENSMUSG00000110053","Gm45664"
"ENSMUSG00000031871","ENSMUSG00000031871","Cdh5"
"ENSMUSG00000031872","ENSMUSG00000031872","Bean1"
"ENSMUSG00000074128","ENSMUSG00000074128","Gm10631"
"ENSMUSG00000110674","ENSMUSG00000110674","Gm45892"
"ENSMUSG00000035824","ENSMUSG00000035824","Tk2"
"ENSMUSG00000054400","ENSMUSG00000054400","Cklf"
"ENSMUSG00000074127","ENSMUSG00000074127","Cmtm2a"
"ENSMUSG00000031876","ENSMUSG00000031876","Gm45711"
"ENSMUSG00000110430","ENSMUSG00000110430","Cmtm1"
"ENSMUSG00000078953","ENSMUSG00000078953","Gm11020"
"ENSMUSG00000035785","ENSMUSG00000035785","Cmtm2b"
"ENSMUSG00000031875","ENSMUSG00000031875","Cmtm3"
"ENSMUSG00000096188","ENSMUSG00000096188","Cmtm4"
"ENSMUSG00000035770","ENSMUSG00000035770","Dync1li2"
"ENSMUSG00000110630","ENSMUSG00000110630","K230015D01Rik"
"ENSMUSG00000052616","ENSMUSG00000052616","Terb1"
"ENSMUSG00000031878","ENSMUSG00000031878","Nae1"
"ENSMUSG00000031883","ENSMUSG00000031883","Car7"
"ENSMUSG00000110607","ENSMUSG00000110607","Gm45843"
"ENSMUSG00000048371","ENSMUSG00000048371","Pdp2"
"ENSMUSG00000031881","ENSMUSG00000031881","Cdh16"
"ENSMUSG00000031880","ENSMUSG00000031880","Rrad"
"ENSMUSG00000110652","ENSMUSG00000110652","Gm33023"
"ENSMUSG00000031879","ENSMUSG00000031879","Fam96b"
"ENSMUSG00000023737","ENSMUSG00000023737","1700082M22Rik"
"ENSMUSG00000055730","ENSMUSG00000055730","Ces2a"
"ENSMUSG00000069925","ENSMUSG00000069925","4932416K20Rik"
"ENSMUSG00000050097","ENSMUSG00000050097","Ces2b"
"ENSMUSG00000061825","ENSMUSG00000061825","Ces2c"
"ENSMUSG00000031886","ENSMUSG00000031886","Ces2e"
"ENSMUSG00000062826","ENSMUSG00000062826","Ces2f"
"ENSMUSG00000031877","ENSMUSG00000031877","Ces2g"
"ENSMUSG00000091813","ENSMUSG00000091813","Ces2h"
"ENSMUSG00000069922","ENSMUSG00000069922","Ces3a"
"ENSMUSG00000062181","ENSMUSG00000062181","Ces3b"
"ENSMUSG00000060560","ENSMUSG00000060560","Ces4a"
"ENSMUSG00000099465","ENSMUSG00000099465","Gm3830"
"ENSMUSG00000031885","ENSMUSG00000031885","Cbfb"
"ENSMUSG00000031889","ENSMUSG00000031889","D230025D16Rik"
"ENSMUSG00000069920","ENSMUSG00000069920","B3gnt9"
"ENSMUSG00000031887","ENSMUSG00000031887","Tradd"
"ENSMUSG00000033313","ENSMUSG00000033313","Fbxl8"
"ENSMUSG00000033249","ENSMUSG00000033249","Hsf4"
"ENSMUSG00000014776","ENSMUSG00000014776","Nol3"
"ENSMUSG00000014837","ENSMUSG00000014837","4931428F04Rik"
"ENSMUSG00000110611","ENSMUSG00000110611","Gm45763"
"ENSMUSG00000043251","ENSMUSG00000043251","Exoc3l"
"ENSMUSG00000014859","ENSMUSG00000014859","E2f4"
"ENSMUSG00000014791","ENSMUSG00000014791","Elmo3"
"ENSMUSG00000041679","ENSMUSG00000041679","Lrrc29"
"ENSMUSG00000014856","ENSMUSG00000014856","Tmem208"
"ENSMUSG00000014778","ENSMUSG00000014778","Fhod1"
"ENSMUSG00000014786","ENSMUSG00000014786","Slc9a5"
"ENSMUSG00000014782","ENSMUSG00000014782","Plekhg4"
"ENSMUSG00000051648","ENSMUSG00000051648","Kctd19"
"ENSMUSG00000054320","ENSMUSG00000054320","Lrrc36"
"ENSMUSG00000014846","ENSMUSG00000014846","Tppp3"
"ENSMUSG00000039199","ENSMUSG00000039199","Zdhhc1"
"ENSMUSG00000031891","ENSMUSG00000031891","Hsd11b2"
"ENSMUSG00000013160","ENSMUSG00000013160","Atp6v0d1"
"ENSMUSG00000104168","ENSMUSG00000104168","Gm38250"
"ENSMUSG00000005705","ENSMUSG00000005705","Agrp"
"ENSMUSG00000038604","ENSMUSG00000038604","Fam65a"
"ENSMUSG00000098120","ENSMUSG00000098120","Gm5914"
"ENSMUSG00000005698","ENSMUSG00000005698","Ctcf"
"ENSMUSG00000050357","ENSMUSG00000050357","Carmil2"
"ENSMUSG00000038000","ENSMUSG00000038000","Acd"
"ENSMUSG00000005699","ENSMUSG00000005699","Pard6a"
"ENSMUSG00000013155","ENSMUSG00000013155","Enkd1"
"ENSMUSG00000013158","ENSMUSG00000013158","4933405L10Rik"
"ENSMUSG00000013150","ENSMUSG00000013150","Gfod2"
"ENSMUSG00000037415","ENSMUSG00000037415","Ranbp10"
"ENSMUSG00000031893","ENSMUSG00000031893","Tsnaxip1"
"ENSMUSG00000036672","ENSMUSG00000036672","Cenpt"
"ENSMUSG00000036442","ENSMUSG00000036442","Thap11"
"ENSMUSG00000008450","ENSMUSG00000008450","Nutf2"
"ENSMUSG00000036270","ENSMUSG00000036270","Edc4"
"ENSMUSG00000044287","ENSMUSG00000044287","Nrn1l"
"ENSMUSG00000048310","ENSMUSG00000048310","Pskh1"
"ENSMUSG00000031896","ENSMUSG00000031896","Ctrl"
"ENSMUSG00000087436","ENSMUSG00000087436","Gm16156"
"ENSMUSG00000031897","ENSMUSG00000031897","Psmb10"
"ENSMUSG00000035237","ENSMUSG00000035237","Lcat"
"ENSMUSG00000017765","ENSMUSG00000017765","Slc12a4"
"ENSMUSG00000110457","ENSMUSG00000110457","Gm45752"
"ENSMUSG00000031898","ENSMUSG00000031898","Dpep3"
"ENSMUSG00000053687","ENSMUSG00000053687","Dpep2"
"ENSMUSG00000031901","ENSMUSG00000031901","Dus2"
"ENSMUSG00000045538","ENSMUSG00000045538","Ddx28"
"ENSMUSG00000031902","ENSMUSG00000031902","Nfatc3"
"ENSMUSG00000084128","ENSMUSG00000084128","Esrp2"
"ENSMUSG00000031903","ENSMUSG00000031903","Pla2g15"
"ENSMUSG00000031904","ENSMUSG00000031904","Slc7a6"
"ENSMUSG00000033106","ENSMUSG00000033106","Slc7a6os"
"ENSMUSG00000060098","ENSMUSG00000060098","Prmt7"
"ENSMUSG00000097026","ENSMUSG00000097026","Gm26786"
"ENSMUSG00000031906","ENSMUSG00000031906","Smpd3"
"ENSMUSG00000074113","ENSMUSG00000074113","Gm10629"
"ENSMUSG00000031907","ENSMUSG00000031907","Zfp90"
"ENSMUSG00000054069","ENSMUSG00000054069","6030452D12Rik"
"ENSMUSG00000061048","ENSMUSG00000061048","Cdh3"
"ENSMUSG00000060019","ENSMUSG00000060019","Gm10073"
"ENSMUSG00000099139","ENSMUSG00000099139","1110028F18Rik"
"ENSMUSG00000000303","ENSMUSG00000000303","Cdh1"
"ENSMUSG00000041949","ENSMUSG00000041949","Tango6"
"ENSMUSG00000031910","ENSMUSG00000031910","Has3"
"ENSMUSG00000046691","ENSMUSG00000046691","Chtf8"
"ENSMUSG00000041438","ENSMUSG00000041438","Utp4"
"ENSMUSG00000041308","ENSMUSG00000041308","Sntb2"
"ENSMUSG00000085464","ENSMUSG00000085464","Gm16208"
"ENSMUSG00000031913","ENSMUSG00000031913","Vps4a"
"ENSMUSG00000078931","ENSMUSG00000078931","Pdf"
"ENSMUSG00000031916","ENSMUSG00000031916","Cog8"
"ENSMUSG00000031917","ENSMUSG00000031917","Nip7"
"ENSMUSG00000031919","ENSMUSG00000031919","Tmed6"
"ENSMUSG00000031921","ENSMUSG00000031921","Terf2"
"ENSMUSG00000031924","ENSMUSG00000031924","Cyb5b"
"ENSMUSG00000003847","ENSMUSG00000003847","Nfat5"
"ENSMUSG00000003849","ENSMUSG00000003849","Nqo1"
"ENSMUSG00000003848","ENSMUSG00000003848","Nob1"
"ENSMUSG00000031930","ENSMUSG00000031930","Wwp2"
"ENSMUSG00000039067","ENSMUSG00000039067","Psmd7"
"ENSMUSG00000110625","ENSMUSG00000110625","5033426E14Rik"
"ENSMUSG00000038872","ENSMUSG00000038872","Zfhx3"
"ENSMUSG00000109868","ENSMUSG00000109868","Gm45529"
"ENSMUSG00000110613","ENSMUSG00000110613","Lncbate1"
"ENSMUSG00000093697","ENSMUSG00000093697","Gm20686"
"ENSMUSG00000097393","ENSMUSG00000097393","D030068K23Rik"
"ENSMUSG00000031727","ENSMUSG00000031727","Pmfbp1"
"ENSMUSG00000037993","ENSMUSG00000037993","Dhx38"
"ENSMUSG00000031723","ENSMUSG00000031723","Txnl4b"
"ENSMUSG00000031722","ENSMUSG00000031722","Hp"
"ENSMUSG00000031730","ENSMUSG00000031730","Dhodh"
"ENSMUSG00000048827","ENSMUSG00000048827","Pkd1l3"
"ENSMUSG00000031729","ENSMUSG00000031729","Ist1"
"ENSMUSG00000031728","ENSMUSG00000031728","Zfp821"
"ENSMUSG00000069895","ENSMUSG00000069895","Atxn1l"
"ENSMUSG00000031731","ENSMUSG00000031731","Ap1g1"
"ENSMUSG00000078143","ENSMUSG00000078143","Gm17344"
"ENSMUSG00000031732","ENSMUSG00000031732","Phlpp2"
"ENSMUSG00000001672","ENSMUSG00000001672","Marveld3"
"ENSMUSG00000001670","ENSMUSG00000001670","Tat"
"ENSMUSG00000035930","ENSMUSG00000035930","Chst4"
"ENSMUSG00000110507","ENSMUSG00000110507","Gm45794"
"ENSMUSG00000044676","ENSMUSG00000044676","Zfp612"
"ENSMUSG00000091041","ENSMUSG00000091041","Gm17720"
"ENSMUSG00000095941","ENSMUSG00000095941","Gm21964"
"ENSMUSG00000003657","ENSMUSG00000003657","Calb2"
"ENSMUSG00000046441","ENSMUSG00000046441","Cmtr2"
"ENSMUSG00000097409","ENSMUSG00000097409","Gm26832"
"ENSMUSG00000059854","ENSMUSG00000059854","Hydin"
"ENSMUSG00000010936","ENSMUSG00000010936","Vac14"
"ENSMUSG00000033763","ENSMUSG00000033763","Mtss1l"
"ENSMUSG00000031750","ENSMUSG00000031750","Il34"
"ENSMUSG00000090039","ENSMUSG00000090039","Gm15894"
"ENSMUSG00000085068","ENSMUSG00000085068","Gm15895"
"ENSMUSG00000033732","ENSMUSG00000033732","Sf3b3"
"ENSMUSG00000031753","ENSMUSG00000031753","Cog4"
"ENSMUSG00000097380","ENSMUSG00000097380","Gm26816"
"ENSMUSG00000033703","ENSMUSG00000033703","Fuk"
"ENSMUSG00000031749","ENSMUSG00000031749","St3gal2"
"ENSMUSG00000015023","ENSMUSG00000015023","Ddx19a"
"ENSMUSG00000033658","ENSMUSG00000033658","Ddx19b"
"ENSMUSG00000031960","ENSMUSG00000031960","Aars"
"ENSMUSG00000109941","ENSMUSG00000109941","Exosc6"
"ENSMUSG00000033633","ENSMUSG00000033633","Clec18a"
"ENSMUSG00000033624","ENSMUSG00000033624","Pdpr"
"ENSMUSG00000003316","ENSMUSG00000003316","Glg1"
"ENSMUSG00000033596","ENSMUSG00000033596","Rfwd3"
"ENSMUSG00000012519","ENSMUSG00000012519","Mlkl"
"ENSMUSG00000033579","ENSMUSG00000033579","Fa2h"
"ENSMUSG00000031959","ENSMUSG00000031959","Wdr59"
"ENSMUSG00000033545","ENSMUSG00000033545","Znrf1"
"ENSMUSG00000031958","ENSMUSG00000031958","Ldhd"
"ENSMUSG00000055835","ENSMUSG00000055835","Zfp1"
"ENSMUSG00000031957","ENSMUSG00000031957","Ctrb1"
"ENSMUSG00000031955","ENSMUSG00000031955","Bcar1"
"ENSMUSG00000031954","ENSMUSG00000031954","Cfdp1"
"ENSMUSG00000031953","ENSMUSG00000031953","Tmem170"
"ENSMUSG00000031952","ENSMUSG00000031952","Chst5"
"ENSMUSG00000031951","ENSMUSG00000031951","Tmem231"
"ENSMUSG00000031950","ENSMUSG00000031950","Gabarapl2"
"ENSMUSG00000031949","ENSMUSG00000031949","Adat1"
"ENSMUSG00000031948","ENSMUSG00000031948","Kars"
"ENSMUSG00000033430","ENSMUSG00000033430","Terf2ip"
"ENSMUSG00000092086","ENSMUSG00000092086","Gm6793"
"ENSMUSG00000098075","ENSMUSG00000098075","Gm26994"
"ENSMUSG00000031772","ENSMUSG00000031772","Cntnap4"
"ENSMUSG00000110455","ENSMUSG00000110455","Gm45904"
"ENSMUSG00000110541","ENSMUSG00000110541","Gm10280"
"ENSMUSG00000078908","ENSMUSG00000078908","Mon1b"
"ENSMUSG00000033409","ENSMUSG00000033409","Syce1l"
