"","ENSEMBL","SYMBOL"
"ENSMUSG00000048402","ENSMUSG00000048402","Gli2"
"ENSMUSG00000097408","ENSMUSG00000097408","Gm26831"
"ENSMUSG00000099860","ENSMUSG00000099860","Gm29456"
"ENSMUSG00000101179","ENSMUSG00000101179","Gm29455"
"ENSMUSG00000037035","ENSMUSG00000037035","Inhbb"
"ENSMUSG00000004451","ENSMUSG00000004451","Ralb"
"ENSMUSG00000098447","ENSMUSG00000098447","Gm27184"
"ENSMUSG00000098923","ENSMUSG00000098923","Tmem185b"
"ENSMUSG00000101731","ENSMUSG00000101731","3830432H09Rik"
"ENSMUSG00000026383","ENSMUSG00000026383","Epb41l5"
"ENSMUSG00000026384","ENSMUSG00000026384","Ptpn4"
"ENSMUSG00000101224","ENSMUSG00000101224","Gm28209"
"ENSMUSG00000036975","ENSMUSG00000036975","Tmem177"
"ENSMUSG00000036962","ENSMUSG00000036962","Cfap221"
"ENSMUSG00000026387","ENSMUSG00000026387","Sctr"
"ENSMUSG00000050777","ENSMUSG00000050777","Tmem37"
"ENSMUSG00000026385","ENSMUSG00000026385","Dbi"
"ENSMUSG00000026388","ENSMUSG00000026388","3110009E18Rik"
"ENSMUSG00000026389","ENSMUSG00000026389","Steap3"
"ENSMUSG00000036907","ENSMUSG00000036907","C1ql2"
"ENSMUSG00000101275","ENSMUSG00000101275","1700012E03Rik"
"ENSMUSG00000026390","ENSMUSG00000026390","Marco"
"ENSMUSG00000058665","ENSMUSG00000058665","En1"
"ENSMUSG00000099957","ENSMUSG00000099957","2610027F03Rik"
"ENSMUSG00000101386","ENSMUSG00000101386","Gm29346"
"ENSMUSG00000101922","ENSMUSG00000101922","Gm29345"
"ENSMUSG00000099336","ENSMUSG00000099336","Gm29348"
"ENSMUSG00000100979","ENSMUSG00000100979","Gm29347"
"ENSMUSG00000097881","ENSMUSG00000097881","Celrr"
"ENSMUSG00000101700","ENSMUSG00000101700","Gm29359"
"ENSMUSG00000003721","ENSMUSG00000003721","Insig2"
"ENSMUSG00000101791","ENSMUSG00000101791","2210011K15Rik"
"ENSMUSG00000026339","ENSMUSG00000026339","Ccdc93"
"ENSMUSG00000085857","ENSMUSG00000085857","Gm15392"
"ENSMUSG00000050534","ENSMUSG00000050534","Htr5b"
"ENSMUSG00000001674","ENSMUSG00000001674","Ddx18"
"ENSMUSG00000099960","ENSMUSG00000099960","Gm28590"
"ENSMUSG00000036815","ENSMUSG00000036815","Dpp10"
"ENSMUSG00000100851","ENSMUSG00000100851","Gm28928"
"ENSMUSG00000099574","ENSMUSG00000099574","1700121L03Rik"
"ENSMUSG00000026341","ENSMUSG00000026341","Actr3"
"ENSMUSG00000102063","ENSMUSG00000102063","Gm28706"
"ENSMUSG00000026342","ENSMUSG00000026342","Slc35f5"
"ENSMUSG00000026343","ENSMUSG00000026343","Gpr39"
"ENSMUSG00000026344","ENSMUSG00000026344","Lypd1"
"ENSMUSG00000049690","ENSMUSG00000049690","Nckap5"
"ENSMUSG00000101600","ENSMUSG00000101600","4930599A14Rik"
"ENSMUSG00000036155","ENSMUSG00000036155","Mgat5"
"ENSMUSG00000026347","ENSMUSG00000026347","Tmem163"
"ENSMUSG00000026348","ENSMUSG00000026348","Acmsd"
"ENSMUSG00000102014","ENSMUSG00000102014","2900009J06Rik"
"ENSMUSG00000026349","ENSMUSG00000026349","Ccnt2"
"ENSMUSG00000051590","ENSMUSG00000051590","Map3k19"
"ENSMUSG00000036104","ENSMUSG00000036104","Rab3gap1"
"ENSMUSG00000036086","ENSMUSG00000036086","Zranb3"
"ENSMUSG00000099760","ENSMUSG00000099760","Gm28800"
"ENSMUSG00000056211","ENSMUSG00000056211","R3hdm1"
"ENSMUSG00000026353","ENSMUSG00000026353","Ubxn4"
"ENSMUSG00000026354","ENSMUSG00000026354","Lct"
"ENSMUSG00000026355","ENSMUSG00000026355","Mcm6"
"ENSMUSG00000026356","ENSMUSG00000026356","Dars"
"ENSMUSG00000045382","ENSMUSG00000045382","Cxcr4"
"ENSMUSG00000097283","ENSMUSG00000097283","Gm26686"
"ENSMUSG00000042581","ENSMUSG00000042581","Thsd7b"
"ENSMUSG00000086633","ENSMUSG00000086633","Gm16081"
"ENSMUSG00000026401","ENSMUSG00000026401","Cd55b"
"ENSMUSG00000087691","ENSMUSG00000087691","Gm15674"
"ENSMUSG00000086825","ENSMUSG00000086825","Gm15675"
"ENSMUSG00000026399","ENSMUSG00000026399","Cd55"
"ENSMUSG00000085526","ENSMUSG00000085526","Gm16083"
"ENSMUSG00000042554","ENSMUSG00000042554","Zp3r"
"ENSMUSG00000026405","ENSMUSG00000026405","C4bp"
"ENSMUSG00000101904","ENSMUSG00000101904","Gm29427"
"ENSMUSG00000026409","ENSMUSG00000026409","Pfkfb2"
"ENSMUSG00000046404","ENSMUSG00000046404","Yod1"
"ENSMUSG00000042510","ENSMUSG00000042510","AA986860"
"ENSMUSG00000099556","ENSMUSG00000099556","Gm28857"
"ENSMUSG00000100106","ENSMUSG00000100106","Gm28856"
"ENSMUSG00000026415","ENSMUSG00000026415","Fcamr"
"ENSMUSG00000086706","ENSMUSG00000086706","Gm15848"
"ENSMUSG00000026417","ENSMUSG00000026417","Pigr"
"ENSMUSG00000042474","ENSMUSG00000042474","Fcmr"
"ENSMUSG00000026420","ENSMUSG00000026420","Il24"
"ENSMUSG00000026416","ENSMUSG00000026416","Il20"
"ENSMUSG00000016524","ENSMUSG00000016524","Il19"
"ENSMUSG00000016529","ENSMUSG00000016529","Il10"
"ENSMUSG00000016528","ENSMUSG00000016528","Mapkapk2"
"ENSMUSG00000016526","ENSMUSG00000016526","Dyrk3"
"ENSMUSG00000026427","ENSMUSG00000026427","Eif2d"
"ENSMUSG00000026430","ENSMUSG00000026430","Rassf5"
"ENSMUSG00000042349","ENSMUSG00000042349","Ikbke"
"ENSMUSG00000102027","ENSMUSG00000102027","Gm28914"
"ENSMUSG00000102055","ENSMUSG00000102055","Gm28913"
"ENSMUSG00000026425","ENSMUSG00000026425","Srgap2"
"ENSMUSG00000055184","ENSMUSG00000055184","Fam72a"
"ENSMUSG00000026432","ENSMUSG00000026432","Avpr1b"
"ENSMUSG00000004552","ENSMUSG00000004552","Ctse"
"ENSMUSG00000052688","ENSMUSG00000052688","Rab7b"
"ENSMUSG00000042268","ENSMUSG00000042268","Slc26a9"
"ENSMUSG00000042251","ENSMUSG00000042251","Pm20d1"
"ENSMUSG00000013275","ENSMUSG00000013275","Slc41a1"
"ENSMUSG00000026433","ENSMUSG00000026433","Rab29"
"ENSMUSG00000026434","ENSMUSG00000026434","Nucks1"
"ENSMUSG00000026435","ENSMUSG00000026435","Slc45a3"
"ENSMUSG00000026436","ENSMUSG00000026436","Elk4"
"ENSMUSG00000059149","ENSMUSG00000059149","Mfsd4a"
"ENSMUSG00000097454","ENSMUSG00000097454","Gm26892"
"ENSMUSG00000026437","ENSMUSG00000026437","Cdk18"
"ENSMUSG00000099874","ENSMUSG00000099874","Gm29629"
"ENSMUSG00000079330","ENSMUSG00000079330","Lemd1"
"ENSMUSG00000097540","ENSMUSG00000097540","1700037F24Rik"
"ENSMUSG00000066936","ENSMUSG00000066936","Gm10188"
"ENSMUSG00000101549","ENSMUSG00000101549","Gm29630"
"ENSMUSG00000042115","ENSMUSG00000042115","Klhdc8a"
"ENSMUSG00000009772","ENSMUSG00000009772","Nuak2"
"ENSMUSG00000100658","ENSMUSG00000100658","F730311O21Rik"
"ENSMUSG00000042066","ENSMUSG00000042066","Tmcc2"
"ENSMUSG00000090079","ENSMUSG00000090079","Gm15849"
"ENSMUSG00000042046","ENSMUSG00000042046","Dstyk"
"ENSMUSG00000026439","ENSMUSG00000026439","Rbbp5"
"ENSMUSG00000048174","ENSMUSG00000048174","Tmem81"
"ENSMUSG00000053024","ENSMUSG00000053024","Cntn2"
"ENSMUSG00000026442","ENSMUSG00000026442","Nfasc"
"ENSMUSG00000101126","ENSMUSG00000101126","Gm10538"
"ENSMUSG00000026443","ENSMUSG00000026443","Lrrn2"
"ENSMUSG00000054387","ENSMUSG00000054387","Mdm4"
"ENSMUSG00000026447","ENSMUSG00000026447","Pik3c2b"
"ENSMUSG00000101102","ENSMUSG00000101102","Gm28609"
"ENSMUSG00000046062","ENSMUSG00000046062","Ppp1r15b"
"ENSMUSG00000041757","ENSMUSG00000041757","Plekha6"
"ENSMUSG00000101693","ENSMUSG00000101693","Gm19461"
"ENSMUSG00000103421","ENSMUSG00000103421","Golt1a"
"ENSMUSG00000102367","ENSMUSG00000102367","Kiss1"
"ENSMUSG00000098306","ENSMUSG00000098306","Gm28040"
"ENSMUSG00000070645","ENSMUSG00000070645","Ren1"
"ENSMUSG00000070644","ENSMUSG00000070644","Etnk2"
"ENSMUSG00000070643","ENSMUSG00000070643","Sox13"
"ENSMUSG00000090553","ENSMUSG00000090553","Snrpe"
"ENSMUSG00000097014","ENSMUSG00000097014","Gm26706"
"ENSMUSG00000102976","ENSMUSG00000102976","Zc3h11a"
"ENSMUSG00000094410","ENSMUSG00000094410","Gm38394"
"ENSMUSG00000102049","ENSMUSG00000102049","Zbed6"
"ENSMUSG00000051998","ENSMUSG00000051998","Lax1"
"ENSMUSG00000026463","ENSMUSG00000026463","Atp2b4"
"ENSMUSG00000100830","ENSMUSG00000100830","Gm28441"
"ENSMUSG00000010311","ENSMUSG00000010311","Optc"
"ENSMUSG00000090208","ENSMUSG00000090208","Gm15851"
"ENSMUSG00000041577","ENSMUSG00000041577","Prelp"
"ENSMUSG00000100987","ENSMUSG00000100987","Gm1627"
"ENSMUSG00000041559","ENSMUSG00000041559","Fmod"
"ENSMUSG00000020423","ENSMUSG00000020423","Btg2"
"ENSMUSG00000026450","ENSMUSG00000026450","Chit1"
"ENSMUSG00000064246","ENSMUSG00000064246","Chil1"
"ENSMUSG00000042451","ENSMUSG00000042451","Mybph"
"ENSMUSG00000042429","ENSMUSG00000042429","Adora1"
"ENSMUSG00000026459","ENSMUSG00000026459","Myog"
"ENSMUSG00000026458","ENSMUSG00000026458","Ppfia4"
"ENSMUSG00000042305","ENSMUSG00000042305","Tmem183a"
"ENSMUSG00000050526","ENSMUSG00000050526","4933406M09Rik"
"ENSMUSG00000026456","ENSMUSG00000026456","Cyb5r1"
"ENSMUSG00000026457","ENSMUSG00000026457","Adipor1"
"ENSMUSG00000101061","ENSMUSG00000101061","Platr1"
"ENSMUSG00000026455","ENSMUSG00000026455","Klhl12"
"ENSMUSG00000042229","ENSMUSG00000042229","Rabif"
"ENSMUSG00000046367","ENSMUSG00000046367","Mgat4e"
"ENSMUSG00000042207","ENSMUSG00000042207","Kdm5b"
"ENSMUSG00000097435","ENSMUSG00000097435","Gm26783"
"ENSMUSG00000026452","ENSMUSG00000026452","Syt2"
"ENSMUSG00000073557","ENSMUSG00000073557","Ppp1r12b"
"ENSMUSG00000101168","ENSMUSG00000101168","Gm28892"
"ENSMUSG00000026429","ENSMUSG00000026429","Ube2t"
"ENSMUSG00000042793","ENSMUSG00000042793","Lgr6"
"ENSMUSG00000097988","ENSMUSG00000097988","Gm10535"
"ENSMUSG00000031506","ENSMUSG00000031506","Ptpn7"
"ENSMUSG00000026426","ENSMUSG00000026426","Arl8a"
"ENSMUSG00000085311","ENSMUSG00000085311","Gm15445"
"ENSMUSG00000026424","ENSMUSG00000026424","Gpr37l1"
"ENSMUSG00000097680","ENSMUSG00000097680","Gm26642"
"ENSMUSG00000003051","ENSMUSG00000003051","Elf3"
"ENSMUSG00000041926","ENSMUSG00000041926","Rnpep"
"ENSMUSG00000062580","ENSMUSG00000062580","Timm17a"
"ENSMUSG00000048096","ENSMUSG00000048096","Lmod1"
"ENSMUSG00000041889","ENSMUSG00000041889","Shisa4"
"ENSMUSG00000041879","ENSMUSG00000041879","Ipo9"
"ENSMUSG00000009418","ENSMUSG00000009418","Nav1"
"ENSMUSG00000054412","ENSMUSG00000054412","Gm4793"
"ENSMUSG00000090399","ENSMUSG00000090399","Gm38399"
"ENSMUSG00000026421","ENSMUSG00000026421","Csrp1"
"ENSMUSG00000041801","ENSMUSG00000041801","Phlda3"
"ENSMUSG00000026418","ENSMUSG00000026418","Tnni1"
"ENSMUSG00000041782","ENSMUSG00000041782","Lad1"
"ENSMUSG00000026414","ENSMUSG00000026414","Tnnt2"
"ENSMUSG00000026413","ENSMUSG00000026413","Pkp1"
"ENSMUSG00000051985","ENSMUSG00000051985","Igfn1"
"ENSMUSG00000026411","ENSMUSG00000026411","Tmem9"
"ENSMUSG00000097918","ENSMUSG00000097918","Ascl5"
"ENSMUSG00000026407","ENSMUSG00000026407","Cacna1s"
"ENSMUSG00000102717","ENSMUSG00000102717","Gm37759"
"ENSMUSG00000041642","ENSMUSG00000041642","Kif21b"
"ENSMUSG00000087230","ENSMUSG00000087230","Mroh3"
"ENSMUSG00000041605","ENSMUSG00000041605","5730559C18Rik"
"ENSMUSG00000097315","ENSMUSG00000097315","Gm26568"
"ENSMUSG00000103594","ENSMUSG00000103594","A430034D21Rik"
"ENSMUSG00000102941","ENSMUSG00000102941","Gm37552"
"ENSMUSG00000097433","ENSMUSG00000097433","Gm26781"
"ENSMUSG00000052759","ENSMUSG00000052759","Gpr25"
"ENSMUSG00000041570","ENSMUSG00000041570","Camsap2"
"ENSMUSG00000026404","ENSMUSG00000026404","Ddx59"
"ENSMUSG00000041498","ENSMUSG00000041498","Kif14"
"ENSMUSG00000104414","ENSMUSG00000104414","Gm37799"
"ENSMUSG00000104509","ENSMUSG00000104509","Gm33994"
"ENSMUSG00000104366","ENSMUSG00000104366","4933409D19Rik"
"ENSMUSG00000097229","ENSMUSG00000097229","Platr23"
"ENSMUSG00000041483","ENSMUSG00000041483","Zfp281"
"ENSMUSG00000097113","ENSMUSG00000097113","Gm19705"
"ENSMUSG00000097448","ENSMUSG00000097448","Platr22"
"ENSMUSG00000026398","ENSMUSG00000026398","Nr5a2"
"ENSMUSG00000098045","ENSMUSG00000098045","Gm26979"
"ENSMUSG00000098145","ENSMUSG00000098145","Gm26936"
"ENSMUSG00000098206","ENSMUSG00000098206","A430106G13Rik"
"ENSMUSG00000026395","ENSMUSG00000026395","Ptprc"
"ENSMUSG00000099459","ENSMUSG00000099459","Gm28556"
"ENSMUSG00000026394","ENSMUSG00000026394","Atp6v1g3"
"ENSMUSG00000026393","ENSMUSG00000026393","Nek7"
"ENSMUSG00000099510","ENSMUSG00000099510","Gm28501"
"ENSMUSG00000100459","ENSMUSG00000100459","Gm5833"
"ENSMUSG00000019230","ENSMUSG00000019230","Lhx9"
"ENSMUSG00000079283","ENSMUSG00000079283","2310009B15Rik"
"ENSMUSG00000099808","ENSMUSG00000099808","1700019P21Rik"
"ENSMUSG00000056268","ENSMUSG00000056268","Dennd1b"
"ENSMUSG00000063681","ENSMUSG00000063681","Crb1"
"ENSMUSG00000103844","ENSMUSG00000103844","4933436E23Rik"
"ENSMUSG00000102661","ENSMUSG00000102661","Gm34816"
"ENSMUSG00000033964","ENSMUSG00000033964","Zbtb41"
"ENSMUSG00000033952","ENSMUSG00000033952","Aspm"
"ENSMUSG00000026368","ENSMUSG00000026368","F13b"
"ENSMUSG00000057037","ENSMUSG00000057037","Cfhr1"
"ENSMUSG00000070594","ENSMUSG00000070594","Gm4788"
"ENSMUSG00000033898","ENSMUSG00000033898","Cfhr2"
"ENSMUSG00000026365","ENSMUSG00000026365","Cfh"
"ENSMUSG00000052726","ENSMUSG00000052726","Kcnt2"
"ENSMUSG00000102368","ENSMUSG00000102368","4930590L20Rik"
"ENSMUSG00000026361","ENSMUSG00000026361","Cdc73"
"ENSMUSG00000033849","ENSMUSG00000033849","B3galt2"
"ENSMUSG00000018196","ENSMUSG00000018196","Glrx2"
"ENSMUSG00000018199","ENSMUSG00000018199","Trove2"
"ENSMUSG00000018189","ENSMUSG00000018189","Uchl5"
"ENSMUSG00000026360","ENSMUSG00000026360","Rgs2"
"ENSMUSG00000051079","ENSMUSG00000051079","Rgs13"
"ENSMUSG00000026358","ENSMUSG00000026358","Rgs1"
"ENSMUSG00000098509","ENSMUSG00000098509","Rgs21"
"ENSMUSG00000026357","ENSMUSG00000026357","Rgs18"
"ENSMUSG00000099964","ENSMUSG00000099964","Gm29514"
"ENSMUSG00000035131","ENSMUSG00000035131","Brinp3"
"ENSMUSG00000085822","ENSMUSG00000085822","Gm15584"
"ENSMUSG00000099629","ENSMUSG00000099629","Gm29515"
"ENSMUSG00000102074","ENSMUSG00000102074","Gm29020"
"ENSMUSG00000101011","ENSMUSG00000101011","Gm29398"
"ENSMUSG00000056220","ENSMUSG00000056220","Pla2g4a"
"ENSMUSG00000032487","ENSMUSG00000032487","Ptgs2"
"ENSMUSG00000097754","ENSMUSG00000097754","Ptgs2os2"
"ENSMUSG00000006007","ENSMUSG00000006007","Pdc"
"ENSMUSG00000099447","ENSMUSG00000099447","2310030A07Rik"
"ENSMUSG00000006010","ENSMUSG00000006010","BC003331"
"ENSMUSG00000006005","ENSMUSG00000006005","Tpr"
"ENSMUSG00000006014","ENSMUSG00000006014","Prg4"
"ENSMUSG00000066842","ENSMUSG00000066842","Hmcn1"
"ENSMUSG00000093650","ENSMUSG00000093650","Gm20631"
"ENSMUSG00000099622","ENSMUSG00000099622","Gm29188"
"ENSMUSG00000102095","ENSMUSG00000102095","C730036E19Rik"
"ENSMUSG00000100954","ENSMUSG00000100954","Gm10138"
"ENSMUSG00000023150","ENSMUSG00000023150","Ivns1abp"
"ENSMUSG00000052748","ENSMUSG00000052748","Swt1"
"ENSMUSG00000053286","ENSMUSG00000053286","Trmt1l"
"ENSMUSG00000026484","ENSMUSG00000026484","Rnf2"
"ENSMUSG00000100357","ENSMUSG00000100357","Gm28181"
"ENSMUSG00000026483","ENSMUSG00000026483","Fam129a"
"ENSMUSG00000100594","ENSMUSG00000100594","2810414N06Rik"
"ENSMUSG00000043019","ENSMUSG00000043019","Edem3"
"ENSMUSG00000032666","ENSMUSG00000032666","1700025G04Rik"
"ENSMUSG00000100685","ENSMUSG00000100685","Gm28610"
"ENSMUSG00000014980","ENSMUSG00000014980","Tsen15"
"ENSMUSG00000032649","ENSMUSG00000032649","Colgalt2"
"ENSMUSG00000026482","ENSMUSG00000026482","Rgl1"
"ENSMUSG00000055547","ENSMUSG00000055547","Apobec4"
"ENSMUSG00000008475","ENSMUSG00000008475","Arpc5"
"ENSMUSG00000026480","ENSMUSG00000026480","Ncf2"
"ENSMUSG00000042772","ENSMUSG00000042772","Smg7"
"ENSMUSG00000042751","ENSMUSG00000042751","Nmnat2"
"ENSMUSG00000099969","ENSMUSG00000099969","Gm28960"
"ENSMUSG00000026479","ENSMUSG00000026479","Lamc2"
"ENSMUSG00000026478","ENSMUSG00000026478","Lamc1"
"ENSMUSG00000042708","ENSMUSG00000042708","Shcbp1l"
"ENSMUSG00000042699","ENSMUSG00000042699","Dhx9"
"ENSMUSG00000042684","ENSMUSG00000042684","Npl"
"ENSMUSG00000042671","ENSMUSG00000042671","Rgs8"
"ENSMUSG00000100945","ENSMUSG00000100945","Gm29529"
"ENSMUSG00000100334","ENSMUSG00000100334","C230024C17Rik"
"ENSMUSG00000026475","ENSMUSG00000026475","Rgs16"
"ENSMUSG00000099568","ENSMUSG00000099568","Gm28513"
"ENSMUSG00000066800","ENSMUSG00000066800","Rnasel"
"ENSMUSG00000042641","ENSMUSG00000042641","Rgsl1"
"ENSMUSG00000045968","ENSMUSG00000045968","Teddm2"
"ENSMUSG00000043282","ENSMUSG00000043282","Teddm1b"
"ENSMUSG00000047053","ENSMUSG00000047053","Teddm1a"
"ENSMUSG00000026473","ENSMUSG00000026473","Glul"
"ENSMUSG00000100014","ENSMUSG00000100014","Gm29290"
"ENSMUSG00000101903","ENSMUSG00000101903","Gm29291"
"ENSMUSG00000100502","ENSMUSG00000100502","Gm28286"
"ENSMUSG00000100627","ENSMUSG00000100627","A830008E24Rik"
"ENSMUSG00000066797","ENSMUSG00000066797","Zfp648"
"ENSMUSG00000099933","ENSMUSG00000099933","4930452N14Rik"
"ENSMUSG00000100221","ENSMUSG00000100221","4930532M18Rik"
"ENSMUSG00000004110","ENSMUSG00000004110","Cacna1e"
"ENSMUSG00000101880","ENSMUSG00000101880","Gm29282"
"ENSMUSG00000096950","ENSMUSG00000096950","Gm9530"
"ENSMUSG00000056708","ENSMUSG00000056708","Ier5"
"ENSMUSG00000026471","ENSMUSG00000026471","Mr1"
"ENSMUSG00000026470","ENSMUSG00000026470","Stx6"
"ENSMUSG00000033722","ENSMUSG00000033722","BC034090"
"ENSMUSG00000103670","ENSMUSG00000103670","Gm37622"
"ENSMUSG00000026469","ENSMUSG00000026469","Xpr1"
"ENSMUSG00000073535","ENSMUSG00000073535","Gm5532"
"ENSMUSG00000033701","ENSMUSG00000033701","Acbd6"
"ENSMUSG00000026468","ENSMUSG00000026468","Lhx4"
"ENSMUSG00000033684","ENSMUSG00000033684","Qsox1"
"ENSMUSG00000102558","ENSMUSG00000102558","Gm37571"
"ENSMUSG00000033671","ENSMUSG00000033671","Cep350"
"ENSMUSG00000026466","ENSMUSG00000026466","Tor1aip1"
"ENSMUSG00000050565","ENSMUSG00000050565","Tor1aip2"
"ENSMUSG00000015484","ENSMUSG00000015484","Fam163a"
"ENSMUSG00000060985","ENSMUSG00000060985","Tdrd5"
"ENSMUSG00000103705","ENSMUSG00000103705","4930518J20Rik"
"ENSMUSG00000026602","ENSMUSG00000026602","Nphs2"
"ENSMUSG00000026601","ENSMUSG00000026601","Axdnd1"
"ENSMUSG00000078193","ENSMUSG00000078193","Gm2000"
"ENSMUSG00000026600","ENSMUSG00000026600","Soat1"
"ENSMUSG00000101523","ENSMUSG00000101523","Gm10031"
"ENSMUSG00000026596","ENSMUSG00000026596","Abl2"
"ENSMUSG00000060519","ENSMUSG00000060519","Tor3a"
"ENSMUSG00000033557","ENSMUSG00000033557","Fam20b"
"ENSMUSG00000026594","ENSMUSG00000026594","Ralgps2"
"ENSMUSG00000033544","ENSMUSG00000033544","Angptl1"
"ENSMUSG00000101905","ENSMUSG00000101905","4930439D14Rik"
"ENSMUSG00000101768","ENSMUSG00000101768","Gm28694"
"ENSMUSG00000026592","ENSMUSG00000026592","Tex35"
"ENSMUSG00000070565","ENSMUSG00000070565","Rasal2"
"ENSMUSG00000033488","ENSMUSG00000033488","BC026585"
"ENSMUSG00000087093","ENSMUSG00000087093","Gm15486"
"ENSMUSG00000026589","ENSMUSG00000026589","Sec16b"
"ENSMUSG00000004031","ENSMUSG00000004031","Brinp2"
"ENSMUSG00000026587","ENSMUSG00000026587","Astn1"
"ENSMUSG00000103971","ENSMUSG00000103971","Gm37679"
"ENSMUSG00000073530","ENSMUSG00000073530","Pappa2"
"ENSMUSG00000047661","ENSMUSG00000047661","1600012P17Rik"
"ENSMUSG00000104014","ENSMUSG00000104014","4930562F17Rik"
"ENSMUSG00000040782","ENSMUSG00000040782","Rfwd2"
"ENSMUSG00000015829","ENSMUSG00000015829","Tnr"
"ENSMUSG00000103719","ENSMUSG00000103719","Gm38039"
"ENSMUSG00000104111","ENSMUSG00000104111","Gm37294"
"ENSMUSG00000090394","ENSMUSG00000090394","4930523C07Rik"
"ENSMUSG00000026729","ENSMUSG00000026729","4930562F07Rik"
"ENSMUSG00000026725","ENSMUSG00000026725","Tnn"
"ENSMUSG00000058267","ENSMUSG00000058267","Mrps14"
"ENSMUSG00000014226","ENSMUSG00000014226","Cacybp"
"ENSMUSG00000026721","ENSMUSG00000026721","Rabgap1l"
"ENSMUSG00000104302","ENSMUSG00000104302","Gm36975"
"ENSMUSG00000102852","ENSMUSG00000102852","Gm37083"
"ENSMUSG00000103631","ENSMUSG00000103631","Gm38060"
"ENSMUSG00000040423","ENSMUSG00000040423","Rc3h1"
"ENSMUSG00000026715","ENSMUSG00000026715","Serpinc1"
"ENSMUSG00000043467","ENSMUSG00000043467","Zbtb37"
"ENSMUSG00000104016","ENSMUSG00000104016","Gm37362"
"ENSMUSG00000026709","ENSMUSG00000026709","Dars2"
"ENSMUSG00000102864","ENSMUSG00000102864","Gm37634"
"ENSMUSG00000026708","ENSMUSG00000026708","Cenpl"
"ENSMUSG00000026705","ENSMUSG00000026705","Klhl20"
"ENSMUSG00000044835","ENSMUSG00000044835","Ankrd45"
"ENSMUSG00000049160","ENSMUSG00000049160","4930469G21Rik"
"ENSMUSG00000026701","ENSMUSG00000026701","Prdx6"
"ENSMUSG00000026700","ENSMUSG00000026700","Tnfsf4"
"ENSMUSG00000066755","ENSMUSG00000066755","Tnfsf18"
"ENSMUSG00000000817","ENSMUSG00000000817","Fasl"
"ENSMUSG00000040297","ENSMUSG00000040297","Suco"
"ENSMUSG00000103158","ENSMUSG00000103158","Gm31925"
"ENSMUSG00000086277","ENSMUSG00000086277","4930558K02Rik"
"ENSMUSG00000026698","ENSMUSG00000026698","Pigc"
"ENSMUSG00000103393","ENSMUSG00000103393","Gm38304"
"ENSMUSG00000040265","ENSMUSG00000040265","Dnm3"
"ENSMUSG00000090260","ENSMUSG00000090260","2810442N19Rik"
"ENSMUSG00000078190","ENSMUSG00000078190","Dnm3os"
"ENSMUSG00000026694","ENSMUSG00000026694","Mettl13"
"ENSMUSG00000026696","ENSMUSG00000026696","Vamp4"
"ENSMUSG00000026697","ENSMUSG00000026697","Myoc"
"ENSMUSG00000091060","ENSMUSG00000091060","7420461P10Rik"
"ENSMUSG00000040225","ENSMUSG00000040225","Prrc2c"
"ENSMUSG00000026692","ENSMUSG00000026692","Fmo4"
"ENSMUSG00000040181","ENSMUSG00000040181","Fmo1"
"ENSMUSG00000040170","ENSMUSG00000040170","Fmo2"
"ENSMUSG00000095576","ENSMUSG00000095576","Fmo6"
"ENSMUSG00000026691","ENSMUSG00000026691","Fmo3"
"ENSMUSG00000103288","ENSMUSG00000103288","Gm37273"
"ENSMUSG00000071890","ENSMUSG00000071890","Mroh9"
"ENSMUSG00000026586","ENSMUSG00000026586","Prrx1"
"ENSMUSG00000092188","ENSMUSG00000092188","Gm20471"
"ENSMUSG00000096984","ENSMUSG00000096984","Gm26523"
"ENSMUSG00000040124","ENSMUSG00000040124","Gorab"
"ENSMUSG00000101869","ENSMUSG00000101869","Gm29500"
"ENSMUSG00000040113","ENSMUSG00000040113","Mettl11b"
"ENSMUSG00000026585","ENSMUSG00000026585","Kifap3"
"ENSMUSG00000026584","ENSMUSG00000026584","Scyl3"
"ENSMUSG00000041406","ENSMUSG00000041406","BC055324"
"ENSMUSG00000041396","ENSMUSG00000041396","Mettl18"
"ENSMUSG00000026582","ENSMUSG00000026582","Sele"
"ENSMUSG00000026581","ENSMUSG00000026581","Sell"
"ENSMUSG00000026580","ENSMUSG00000026580","Selp"
"ENSMUSG00000090081","ENSMUSG00000090081","Gm16587"
"ENSMUSG00000086593","ENSMUSG00000086593","Gm16548"
"ENSMUSG00000026579","ENSMUSG00000026579","F5"
"ENSMUSG00000040918","ENSMUSG00000040918","Slc19a2"
"ENSMUSG00000026578","ENSMUSG00000026578","Ccdc181"
"ENSMUSG00000026577","ENSMUSG00000026577","Blzf1"
"ENSMUSG00000026575","ENSMUSG00000026575","Nme7"
"ENSMUSG00000026576","ENSMUSG00000026576","Atp1b1"
"ENSMUSG00000104011","ENSMUSG00000104011","Gm32391"
"ENSMUSG00000097281","ENSMUSG00000097281","Gm26685"
"ENSMUSG00000103383","ENSMUSG00000103383","Gm37754"
"ENSMUSG00000102897","ENSMUSG00000102897","Gm37853"
"ENSMUSG00000102761","ENSMUSG00000102761","Gm37184"
"ENSMUSG00000102163","ENSMUSG00000102163","Gm36945"
"ENSMUSG00000026574","ENSMUSG00000026574","Dpt"
"ENSMUSG00000103659","ENSMUSG00000103659","Gm32569"
"ENSMUSG00000026573","ENSMUSG00000026573","Xcl1"
